post/keyword,comment/tweet,username,majority_sent,lang_id
Gempa bumi di Kuala Lumpur #bfoncrew Publish: 25-2-2022,beautiful ??????????,0c2ab202-4d3,neutral,en
Gempa bumi di Kuala Lumpur #bfoncrew Publish: 25-2-2022,"jawaban nya ada pada diri masing2,,,",531de819-283,neutral,my
Gempa bumi di Kuala Lumpur #bfoncrew Publish: 25-2-2022,bila ni kejadian,58ac3a58-420,neutral,my
Gempa bumi di Kuala Lumpur #bfoncrew Publish: 25-2-2022,harta mas bersama mesjid jln duta,861c3dd9-a27,neutral,my
Gempa bumi di Kuala Lumpur #bfoncrew Publish: 25-2-2022,subkhanallah..smga d lindungi Allah SWT Amin ??,036ad905-cc3,positive,my
Gempa bumi di Kuala Lumpur #bfoncrew Publish: 25-2-2022,mt malm kk hati hati kk..,64a85efa-ede,positive,my
Gempa bumi di Kuala Lumpur #bfoncrew Publish: 25-2-2022,"santun pgi massee,, slm sehat selalu muga qt semua dlm lindungannya,, Allah SWT,, amin????",ca627cb8-744,positive,my
Gempa bumi di Kuala Lumpur #bfoncrew Publish: 25-2-2022,kapantu kejadianya ce,4b535e28-ec6,neutral,my
Gempa bumi di Kuala Lumpur #bfoncrew Publish: 25-2-2022,video lama pun masih juga di posting??????,884ec647-4d9,negative,my
Gempa bumi di Kuala Lumpur #bfoncrew Publish: 25-2-2022,semua kn keluar sbb tu bangunan org punya.kt yg rasa merempat blh keluar,0beac406-61a,negative,my
Gempa bumi di Kuala Lumpur #bfoncrew Publish: 25-2-2022,itu nya latihan kebakaran seja lah tu.....klu ada gempa bumi mna org tnggu lagi disana.????????????,0456ef63-f69,neutral,my
Gempa bumi di Kuala Lumpur #bfoncrew Publish: 25-2-2022,ini kiamat kecil semoga pd berdoa dg agama masing 2,2f515336-070,positive,my
ada yang rasa gegar? yang tak rasa tu mesti sebab ada yang tidur kan? #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok #gempabumi #sumeterabarat #semenanjung #bmkg Publish: 25-2-2022,Aku dik seremban awat X Rasa apa??,ae28b963-cba,neutral,my
ada yang rasa gegar? yang tak rasa tu mesti sebab ada yang tidur kan? #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok #gempabumi #sumeterabarat #semenanjung #bmkg Publish: 25-2-2022,KL ada rasa gombak,2e412276-c86,neutral,my
ada yang rasa gegar? yang tak rasa tu mesti sebab ada yang tidur kan? #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok #gempabumi #sumeterabarat #semenanjung #bmkg Publish: 25-2-2022,aku sorang je ke yg duduk klang valley tak rasa gegaran,d034f0d1-51b,neutral,my
ada yang rasa gegar? yang tak rasa tu mesti sebab ada yang tidur kan? #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok #gempabumi #sumeterabarat #semenanjung #bmkg Publish: 25-2-2022,saya tk rasaa apaa 2 tdi pagi,c2b9f0d3-e7d,neutral,my
ada yang rasa gegar? yang tak rasa tu mesti sebab ada yang tidur kan? #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok #gempabumi #sumeterabarat #semenanjung #bmkg Publish: 25-2-2022,ade di bukit gambir Tangkak Johor.,f8a97feb-638,neutral,my
ada yang rasa gegar? yang tak rasa tu mesti sebab ada yang tidur kan? #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok #gempabumi #sumeterabarat #semenanjung #bmkg Publish: 25-2-2022,aku duduk Pontian ni tepi laut,d54c914e-52f,neutral,my
ada yang rasa gegar? yang tak rasa tu mesti sebab ada yang tidur kan? #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok #gempabumi #sumeterabarat #semenanjung #bmkg Publish: 25-2-2022,ade ggr tdi kt johor,d626d658-89b,neutral,my
ada yang rasa gegar? yang tak rasa tu mesti sebab ada yang tidur kan? #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok #gempabumi #sumeterabarat #semenanjung #bmkg Publish: 25-2-2022,"Muar, johor...ada rasa pg td...",7d201dc3-e73,neutral,my
ada yang rasa gegar? yang tak rasa tu mesti sebab ada yang tidur kan? #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok #gempabumi #sumeterabarat #semenanjung #bmkg Publish: 25-2-2022,Rasa sangat gegaran Di Klang untuk suamiku saja rasa pening duduk dkat jamban..,c5e19655-447,neutral,my
ada yang rasa gegar? yang tak rasa tu mesti sebab ada yang tidur kan? #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok #gempabumi #sumeterabarat #semenanjung #bmkg Publish: 25-2-2022,Aq baru bgun tdur 12... Sorry??,d058f6ef-545,neutral,my
Suasana di Putrajaya ekoran gempa bumi di Sumatra #gegaranmalaysia #gempabumi #fyp? #putrajaya #berhimpun Publish: 25-2-2022,satu teguran & pringatan..... ??,5d0c10e7-de6,positive,my
Suasana di Putrajaya ekoran gempa bumi di Sumatra #gegaranmalaysia #gempabumi #fyp? #putrajaya #berhimpun Publish: 25-2-2022,kira-kira jam dua belas siang tadi saya juga merasa adanya getaran satu mnt dipantai dalam jalan kubur semoga gempa tidak berkelanjutan amiin ya Allah,381f547c-f75,positive,my
Suasana di Putrajaya ekoran gempa bumi di Sumatra #gegaranmalaysia #gempabumi #fyp? #putrajaya #berhimpun Publish: 25-2-2022,tu yg bkompol tu x de plak org mmantau sop.. plik plak aku,59646cd5-9f1,negative,my
Suasana di Putrajaya ekoran gempa bumi di Sumatra #gegaranmalaysia #gempabumi #fyp? #putrajaya #berhimpun Publish: 25-2-2022,ni emergency,e523ed13-a5d,neutral,cm
Suasana di Putrajaya ekoran gempa bumi di Sumatra #gegaranmalaysia #gempabumi #fyp? #putrajaya #berhimpun Publish: 25-2-2022,semuga tk trjadi ap,1ab7e87b-fb7,positive,my
Suasana di Putrajaya ekoran gempa bumi di Sumatra #gegaranmalaysia #gempabumi #fyp? #putrajaya #berhimpun Publish: 25-2-2022,aamiindi jauh kan dari bencana alam,a72f69f8-c0e,positive,my
Suasana di Putrajaya ekoran gempa bumi di Sumatra #gegaranmalaysia #gempabumi #fyp? #putrajaya #berhimpun Publish: 25-2-2022,camne ni nnyi kes covid lg meningkt,32ab5638-54e,negative,my
Suasana di Putrajaya ekoran gempa bumi di Sumatra #gegaranmalaysia #gempabumi #fyp? #putrajaya #berhimpun Publish: 25-2-2022,Alhamdulillah syukur kepada Allah yang maha berkuasa bukannya kerajan yang berkuasakan baksin sebuk dengan vaksinnya,838b4911-289,positive,my
"Gempa Bumi Di Indonesia, Di Malaysia Juga Ada Rasa Gegaran #trendingnewsmalaysia #gegaran #gempabumi #beritaditiktok #fyp Publish: 25-2-2022",elsa:let it gooo let it goooo,0fa195bc-1fd,positive,en
"Gempa Bumi Di Indonesia, Di Malaysia Juga Ada Rasa Gegaran #trendingnewsmalaysia #gegaran #gempabumi #beritaditiktok #fyp Publish: 25-2-2022",kalau almari Tu goyang Aku X pikir gempa tapi hantu??,9013b366-71f,neutral,my
"Gempa Bumi Di Indonesia, Di Malaysia Juga Ada Rasa Gegaran #trendingnewsmalaysia #gegaran #gempabumi #beritaditiktok #fyp Publish: 25-2-2022",rilekk jalan,7e9b77a6-5e8,neutral,cm
"Gempa Bumi Di Indonesia, Di Malaysia Juga Ada Rasa Gegaran #trendingnewsmalaysia #gegaran #gempabumi #beritaditiktok #fyp Publish: 25-2-2022",Ada rasa di Malaysia,15b4a1a6-3b9,neutral,my
"Gempa Bumi Di Indonesia, Di Malaysia Juga Ada Rasa Gegaran #trendingnewsmalaysia #gegaran #gempabumi #beritaditiktok #fyp Publish: 25-2-2022","gempa dh,ribut dh,banjir dh,perang dh,solat pun blum lgi haih",afbc539b-796,negative,my
"Gempa Bumi Di Indonesia, Di Malaysia Juga Ada Rasa Gegaran #trendingnewsmalaysia #gegaran #gempabumi #beritaditiktok #fyp Publish: 25-2-2022",ramai jugak pegawai kerajaan.. supprised.. malangnya kaunter 14 bukak 5.,5133ff15-c7a,negative,cm
"Gempa Bumi Di Indonesia, Di Malaysia Juga Ada Rasa Gegaran #trendingnewsmalaysia #gegaran #gempabumi #beritaditiktok #fyp Publish: 25-2-2022",igtkn td jiran having a good time..,15f29ccd-662,neutral,cm
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,just the tremors .. not an earthquake .... ??????????,2e43abf5-2da,neutral,en
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,no this is true,d924c34e-ab0,neutral,en
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,Jalan Raja chulan KL,508e1314-225,neutral,en
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,oh ye ke saye tak perasan pulak saye duduk di pandan indah,65f54d96-3f3,neutral,my
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,Btul.. Pgi tadi berlaku,508e1314-225,neutral,my
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,jam berapa nya berlaku?kat swak ok aje,559f7a10-848,neutral,my
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,Dlm jam 9.45am..,508e1314-225,neutral,my
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,semoga semua rakyat msia dilindungi Allah....,559f7a10-848,positive,my
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,Not earthquake tak ada apa pun dkt KL.,0d50a784-d7f,neutral,cm
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,"Quake in Indon, impact in KL, wonders of nature, stay safe guys ????",a272bcbe-9f1,positive,en
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,Today what happened,ee4cb780-8ff,neutral,en
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,Lol is tremors Sg also feel it ??,f873ca98-ab5,neutral,en
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,tak payah terkejut gempa bumi biasa je ...tungu yng dahsyat lagi insyaallah bolih kerja convit tak takut pulak,e9652085-858,negative,my
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,waoo Malaysia pun kena juga ke,7375d194-e63,positive,my
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,may Allah keep us safe,b2f4a47f-7d5,positive,en
Gempa bumi - 25 Feb 2022 #fypp #malaysian #foryoupage #fyp #earthquake Publish: 25-2-2022,so interesting,5c40fc4d-571,neutral,en
Gempa Gempa Bumi Lemah Di Kundasang. #fyp? #covid19 #ismailsabri #gempabumi #sabah #kundasang #kundasangsabah #metmalaysia Publish: 4-9-2021,"Allah murka dngn apa yg kerajaan malaysia buat, jadi aku ndak hairan klau lepas ni bnyk lgi rahmat-ii Allah akan turun,, sedar lh wahai manusia",c4dda20c-112,negative,my
Gempa Gempa Bumi Lemah Di Kundasang. #fyp? #covid19 #ismailsabri #gempabumi #sabah #kundasang #kundasangsabah #metmalaysia Publish: 4-9-2021,"ya btul tu bro,, tpi kerajaan jga yg suruh solat berjarak dn masjid d tutp,,",c4dda20c-112,nan,my
"Jabatan Meteorologi Malaysia mengesahkan gempa bumi di Indonesia sebentar tadi yang menjadi punca gegaran terasa di beberapa kawasan di KL, Selangor dan NS. #fyp #xtramy #TrendingNewsMalaysia #beritaditikok #tontonmy Publish: 25-2-2022",Sebaik aku tido tkde rase gegaran,ee8111ea-014,neutral,my
"Jabatan Meteorologi Malaysia mengesahkan gempa bumi di Indonesia sebentar tadi yang menjadi punca gegaran terasa di beberapa kawasan di KL, Selangor dan NS. #fyp #xtramy #TrendingNewsMalaysia #beritaditikok #tontonmy Publish: 25-2-2022","Samalah aku pun x rasa gegaran sbb tidur, kena kuarantin kt rmh??",521413c6-9b6,neutral,my
"Jabatan Meteorologi Malaysia mengesahkan gempa bumi di Indonesia sebentar tadi yang menjadi punca gegaran terasa di beberapa kawasan di KL, Selangor dan NS. #fyp #xtramy #TrendingNewsMalaysia #beritaditikok #tontonmy Publish: 25-2-2022",rse tdii msa bgun tidur...??,d2c30ccd-3fe,neutral,my
"Jabatan Meteorologi Malaysia mengesahkan gempa bumi di Indonesia sebentar tadi yang menjadi punca gegaran terasa di beberapa kawasan di KL, Selangor dan NS. #fyp #xtramy #TrendingNewsMalaysia #beritaditikok #tontonmy Publish: 25-2-2022",wehla?? aku tngh tido rasa 2-3 kli gak goyang katil,0f742ece-ded,neutral,my
"Jabatan Meteorologi Malaysia mengesahkan gempa bumi di Indonesia sebentar tadi yang menjadi punca gegaran terasa di beberapa kawasan di KL, Selangor dan NS. #fyp #xtramy #TrendingNewsMalaysia #beritaditikok #tontonmy Publish: 25-2-2022",katil bergegar ??auto pergi peluk nenek??,e0e0f7e2-e94,neutral,my
"Jabatan Meteorologi Malaysia mengesahkan gempa bumi di Indonesia sebentar tadi yang menjadi punca gegaran terasa di beberapa kawasan di KL, Selangor dan NS. #fyp #xtramy #TrendingNewsMalaysia #beritaditikok #tontonmy Publish: 25-2-2022",X ii bukan gempa X ii hantu kot??,3624e8c7-724,neutral,my
"Jabatan Meteorologi Malaysia mengesahkan gempa bumi di Indonesia sebentar tadi yang menjadi punca gegaran terasa di beberapa kawasan di KL, Selangor dan NS. #fyp #xtramy #TrendingNewsMalaysia #beritaditikok #tontonmy Publish: 25-2-2022","sama do, Allahu... Bergegar rupanya, aqu ingat makhluk ni yg usik??",946bbbde-5d3,neutral,my
"Jabatan Meteorologi Malaysia mengesahkan gempa bumi di Indonesia sebentar tadi yang menjadi punca gegaran terasa di beberapa kawasan di KL, Selangor dan NS. #fyp #xtramy #TrendingNewsMalaysia #beritaditikok #tontonmy Publish: 25-2-2022",johor dapat rasa sikitt tadi ??,30c01982-3f3,neutral,my
"Jabatan Meteorologi Malaysia mengesahkan gempa bumi di Indonesia sebentar tadi yang menjadi punca gegaran terasa di beberapa kawasan di KL, Selangor dan NS. #fyp #xtramy #TrendingNewsMalaysia #beritaditikok #tontonmy Publish: 25-2-2022",yeke area mana tu?,da7cb533-393,neutral,my
"Jabatan Meteorologi Malaysia mengesahkan gempa bumi di Indonesia sebentar tadi yang menjadi punca gegaran terasa di beberapa kawasan di KL, Selangor dan NS. #fyp #xtramy #TrendingNewsMalaysia #beritaditikok #tontonmy Publish: 25-2-2022",Joho dapat rasa sikit saya tengah tingok teng ikan air ber gegar...,b7514080-d8e,neutral,my
Gempa bumi magnitud 6.1 berlaku di utara Sumatera pukul 9.39 pagi tadi. #beritaditiktok #fyp #TrendingNewsMalaysia Publish: 25-2-2022,Aku baru bangun tido.. ingatkn ada hantu kejut suruh bangun gegar2 kn katil aku ??,4bfa9764-9c0,negative,my
Gempa bumi magnitud 6.1 berlaku di utara Sumatera pukul 9.39 pagi tadi. #beritaditiktok #fyp #TrendingNewsMalaysia Publish: 25-2-2022,?????? sama weyhhhh..dh lha tgh demam..,547e622d-c97,neutral,my
Gempa bumi magnitud 6.1 berlaku di utara Sumatera pukul 9.39 pagi tadi. #beritaditiktok #fyp #TrendingNewsMalaysia Publish: 25-2-2022,haha sama lah mak gue PON ingt ade org kejut dia??,b8698bfa-665,neutral,my
Gempa bumi magnitud 6.1 berlaku di utara Sumatera pukul 9.39 pagi tadi. #beritaditiktok #fyp #TrendingNewsMalaysia Publish: 25-2-2022,aku je ke yang tak rasa apa2 ??,2ed7b547-53d,neutral,my
Gempa bumi magnitud 6.1 berlaku di utara Sumatera pukul 9.39 pagi tadi. #beritaditiktok #fyp #TrendingNewsMalaysia Publish: 25-2-2022,lbh baik clear awal2 sbb kebanyakan bangunan takde spesifikasi utk tahan gegaran gempa,cc0f3f71-4c6,positive,my
Gempa bumi magnitud 6.1 berlaku di utara Sumatera pukul 9.39 pagi tadi. #beritaditiktok #fyp #TrendingNewsMalaysia Publish: 25-2-2022,Yeay dapat ngular,0577e612-bdd,positive,my
Gempa bumi magnitud 6.1 berlaku di utara Sumatera pukul 9.39 pagi tadi. #beritaditiktok #fyp #TrendingNewsMalaysia Publish: 25-2-2022,lepas tu tak ikut SOP...,1eb8b9cf-983,negative,my
Gempa bumi magnitud 6.1 berlaku di utara Sumatera pukul 9.39 pagi tadi. #beritaditiktok #fyp #TrendingNewsMalaysia Publish: 25-2-2022,org klu dh panik xde nye pikir sop..mcm banjir haritu,6f973565-cbe,positive,my
Gempa bumi magnitud 6.1 berlaku di utara Sumatera pukul 9.39 pagi tadi. #beritaditiktok #fyp #TrendingNewsMalaysia Publish: 25-2-2022,Lawak la ko ni,d05e8a51-de2,neutral,my
Gempa bumi magnitud 6.1 berlaku di utara Sumatera pukul 9.39 pagi tadi. #beritaditiktok #fyp #TrendingNewsMalaysia Publish: 25-2-2022,Orang tergesa-gesa ko blh tanya sop kalau bangunan runtuh pun nak ikut sop jugak ke,99dbf653-3d3,negative,my
Gempa Bumi??? ?? Publish: 25-2-2022,Update gempa bumi di Indonesia. Ni first experience for me. Take care everyone,9d21f17c-e1f,positive,cm
Gempa Bumi??? ?? Publish: 25-2-2022,tak yah takut,682786d1-bad,positive,my
Gempa Bumi??? ?? Publish: 25-2-2022,yeee aku dah lah tengah baring lepastu katil gegar2 ingat ada hantu kacau pagi2 niiii ??????,92769b70-d0b,negative,my
Gempa Bumi??? ?? Publish: 25-2-2022,Omg sameeee?? I ingat siang2 ni hantu goncang katil,552a7100-813,negative,cm
Gempa Bumi??? ?? Publish: 25-2-2022,samalah ingat hantu??????,1c236a3f-1b1,negative,my
Gempa Bumi??? ?? Publish: 25-2-2022,selpas sultan selangor umun diskriminasi solat jarak hanya 2 dos & pengalak .. allhamdullilah hampuskan golongan yg menyokong vaksin,32f5ef21-f14,negative,my
Gempa Bumi??? ?? Publish: 25-2-2022,pebendaaaaaa,fb4700e2-4a8,neutral,my
Gempa Bumi??? ?? Publish: 25-2-2022,dunia nak kiamat kak pasal penuh dgn pengkianatan Dan rasuah berluasan,cf955319-ccf,negative,my
Gempa Bumi??? ?? Publish: 25-2-2022,saya tangkak johor rse jugak tdy ingt rse sorang je,8a8a0999-330,neutral,my
Gempa Bumi??? ?? Publish: 25-2-2022,aku kat batu pahat pun rasa gakk,5c2c048d-d18,neutral,my
Gempa bumi. Ada yang terasa ke tadi? Semua orang keluar bilik #gempa #gempabumi #earthquake #fyp #kl Publish: 25-2-2022,spe yg x rase ?? :,1fd2775b-e30,neutral,my
Gempa bumi. Ada yang terasa ke tadi? Semua orang keluar bilik #gempa #gempabumi #earthquake #fyp #kl Publish: 25-2-2022,"kau ingat 1 malaysia smpai sabah srawak ke rasa gegaran dia, cuma beberapa tempat kat area kl je ??",d26eac32-fc1,positive,my
Gempa bumi. Ada yang terasa ke tadi? Semua orang keluar bilik #gempa #gempabumi #earthquake #fyp #kl Publish: 25-2-2022,iye tahu HAHAHA aq mksudkn tempt yg kne gempa tu tpi org yg kt tmpt tu x rase aa??,1fd2775b-e30,neutral,my
Gempa bumi. Ada yang terasa ke tadi? Semua orang keluar bilik #gempa #gempabumi #earthquake #fyp #kl Publish: 25-2-2022,kat johor dengan selangor ade yang rase,b20d7911-a29,neutral,my
Gempa bumi. Ada yang terasa ke tadi? Semua orang keluar bilik #gempa #gempabumi #earthquake #fyp #kl Publish: 25-2-2022,saya Johor xde rasa gegaran,68d13d22-e36,neutral,my
Gempa bumi. Ada yang terasa ke tadi? Semua orang keluar bilik #gempa #gempabumi #earthquake #fyp #kl Publish: 25-2-2022,aku kt johor ni tk rse pon,c82bf4f6-f12,neutral,my
Gempa bumi. Ada yang terasa ke tadi? Semua orang keluar bilik #gempa #gempabumi #earthquake #fyp #kl Publish: 25-2-2022,Johor ade aq rase,91cc8ad4-da0,neutral,my
Gempa bumi. Ada yang terasa ke tadi? Semua orang keluar bilik #gempa #gempabumi #earthquake #fyp #kl Publish: 25-2-2022,mungkin bin jatuh kat Ukraine kot??,92f6ce9a-d0e,neutral,my
Gempa bumi. Ada yang terasa ke tadi? Semua orang keluar bilik #gempa #gempabumi #earthquake #fyp #kl Publish: 25-2-2022,nasib aku tkde sebb aku tido ????,0bb28609-773,neutral,my
Gempa bumi. Ada yang terasa ke tadi? Semua orang keluar bilik #gempa #gempabumi #earthquake #fyp #kl Publish: 25-2-2022,kawan aku. sbb dia tidur katanya ????,02f2bad7-7fa,neutral,my
Gempa bumi. Ada yang terasa ke tadi? Semua orang keluar bilik #gempa #gempabumi #earthquake #fyp #kl Publish: 25-2-2022,"aku takrase pape , tapi aku rase pening",e1bcfbb5-e8a,neutral,my
Gempa bumi. Ada yang terasa ke tadi? Semua orang keluar bilik #gempa #gempabumi #earthquake #fyp #kl Publish: 25-2-2022,HAHAHAHHAHA PULAK DAH,1fd2775b-e30,positive,my
Terkini Malaysia terasa gegaran gempa bumi. Moga Allah lindungi kita semua?? #ukraine #rusia #omicron #gempabumi #2022 #ww3 #akhirzaman Publish: 25-2-2022,25/2/22 Amaran Hujan Lebat Dan Angin Kencang Di Kebanyakan Kawasan Semenanjung Pada Malam Ini ?? -MET Malaysia- Fi hifzillah sahabat semua????,664ef621-059,positive,my
Terkini Malaysia terasa gegaran gempa bumi. Moga Allah lindungi kita semua?? #ukraine #rusia #omicron #gempabumi #2022 #ww3 #akhirzaman Publish: 25-2-2022,bersiap sedia utk sebarang kemungkinan...,e1ac01c7-14b,positive,my
Terkini Malaysia terasa gegaran gempa bumi. Moga Allah lindungi kita semua?? #ukraine #rusia #omicron #gempabumi #2022 #ww3 #akhirzaman Publish: 25-2-2022,kami di pantai timur hujan x berhenti dr semalam lagi,f71a76f1-466,neutral,my
Terkini Malaysia terasa gegaran gempa bumi. Moga Allah lindungi kita semua?? #ukraine #rusia #omicron #gempabumi #2022 #ww3 #akhirzaman Publish: 25-2-2022,di Kelantan banjir dh mula naik ... hujan angin yg sngt kuat ????,9a89e5b1-d58,neutral,my
Terkini Malaysia terasa gegaran gempa bumi. Moga Allah lindungi kita semua?? #ukraine #rusia #omicron #gempabumi #2022 #ww3 #akhirzaman Publish: 25-2-2022,allahu stay safe... may allah ease everything for kelantan,8638f962-4b1,positive,en
Terkini Malaysia terasa gegaran gempa bumi. Moga Allah lindungi kita semua?? #ukraine #rusia #omicron #gempabumi #2022 #ww3 #akhirzaman Publish: 25-2-2022,terengganu pun,fc4a3a09-a64,neutral,my
Terkini Malaysia terasa gegaran gempa bumi. Moga Allah lindungi kita semua?? #ukraine #rusia #omicron #gempabumi #2022 #ww3 #akhirzaman Publish: 25-2-2022,ALLAH DAH MURKA ....KITA BANYAK KAN SOLAT ...Ukraine dan Rusia tu jauh ..ni kita Kat Malaysia ni masih ramai yg tinggal solat ...jom lah kita solat ??,46b440ff-d7d,positive,my
